続く,つづく,continue; follow,<ruby>工事<rt>こうじ</rt></ruby>は３ <ruby>月<rt>がつ</rt></ruby>まで <ruby>続<rt>つづ</rt></ruby>きます。,Construction will continue until March.
続ける,つづける,continue; keep up,<ruby>仕事<rt>しごと</rt></ruby>を <ruby>続<rt>つづ</rt></ruby>けてください。,Please keep working.
上がる,あがる,go up; increase (in quality or quantity),<ruby>毎年<rt>まいねん</rt></ruby> <ruby>給料<rt>きゅうりょう</rt></ruby>が <ruby>上<rt>あ</rt></ruby>がる。,My salary goes up every year.
下がる,さがる,go down; drop,やっと <ruby>熱<rt>ねつ</rt></ruby>が <ruby>下<rt>さ</rt></ruby>がった。,His fever finally went down.
下ろす,おろす,bring down; take down,<ruby>棚<rt>たな</rt></ruby>からその <ruby>箱<rt>はこ</rt></ruby>を <ruby>下<rt>お</rt></ruby>ろしてください。,Please take the box down from the shelf.
下る,くだる,go down; go away from,<ruby>小<rt>ちい</rt></ruby>さな <ruby>船<rt>ふね</rt></ruby>が <ruby>川<rt>かわ</rt></ruby>を <ruby>下<rt>くだ</rt></ruby>っています。,A small ship is going down the river.
足りる,たりる,suffice; be enough,お <ruby>金<rt>かね</rt></ruby>が <ruby>足<rt>た</rt></ruby>りなくて <ruby>買<rt>か</rt></ruby>えなかった。,I couldn't buy it because I didn't have enough money.
足す,たす,add (things of the same kind),<ruby>母<rt>はは</rt></ruby>は <ruby>味噌汁<rt>みそしる</rt></ruby>に <ruby>水<rt>みず</rt></ruby>を <ruby>足<rt>た</rt></ruby>した。,My mother added water to the miso soup.
空く,あく,become available or vacant,<ruby>後<rt>うし</rt></ruby>ろの <ruby>席<rt>せき</rt></ruby>が <ruby>空<rt>あ</rt></ruby>いています。,The rear seat is empty.
達する,たっする,attain; reach,<ruby>気温<rt>きおん</rt></ruby>は３５ <ruby>度<rt>ど</rt></ruby>に <ruby>達<rt>たっ</rt></ruby>した。,The temperature reached 35 degrees.
気に入る,きにいる,like; be pleased with,<ruby>新<rt>あたら</rt></ruby>しい <ruby>靴<rt>くつ</rt></ruby>がとても <ruby>気<rt>き</rt></ruby>に <ruby>入<rt>い</rt></ruby>りました。,I really like my new shoes.
向く,むく,turn; face,こっちを <ruby>向<rt>む</rt></ruby>いてください。,Please turn this way.
覚める,さめる,awake; wake up (naturally),<ruby>今朝<rt>けさ</rt></ruby>は６ <ruby>時<rt>じ</rt></ruby>に <ruby>目<rt>め</rt></ruby>が <ruby>覚<rt>さ</rt></ruby>めた。,I woke up at six o'clock this morning.
覚ます,さます,awaken; wake up,<ruby>子供<rt>こども</rt></ruby>が <ruby>目<rt>め</rt></ruby>を <ruby>覚<rt>さ</rt></ruby>ました。,The child woke up.
出会う,であう,meet; encounter,アメリカで <ruby>彼女<rt>かのじょ</rt></ruby>と <ruby>出会<rt>であ</rt></ruby>いました。,I met her in the United States.
間に合う,まにあう,be in time; suffice,<ruby>授業<rt>じゅぎょう</rt></ruby>に <ruby>間<rt>ま</rt></ruby>に <ruby>合<rt>あ</rt></ruby>いました。,I made it in time for class.
止める,とめる,stop (something/someone),<ruby>車<rt>くるま</rt></ruby>を <ruby>止<rt>と</rt></ruby>めて。,Stop the car.
渡る,わたる,cross; go across,<ruby>私<rt>わたし</rt></ruby>たちは <ruby>歩<rt>ある</rt></ruby>いて <ruby>橋<rt>はし</rt></ruby>を <ruby>渡<rt>わた</rt></ruby>った。,We walked over the bridge.
広まる,ひろまる,spread; get around,その <ruby>噂<rt>うわさ</rt></ruby>はすぐに <ruby>広<rt>ひろ</rt></ruby>まったよ。,The rumor spread quickly.
広がる,ひろがる,spread out; extend,<ruby>留学<rt>りゅうがく</rt></ruby>してから <ruby>私<rt>わたし</rt></ruby>の <ruby>世界<rt>せかい</rt></ruby>が <ruby>広<rt>ひろ</rt></ruby>がった。,My world expanded after studying abroad.
無くなる,なくなる,get lost; go missing,もうお <ruby>金<rt>かね</rt></ruby>が <ruby>無<rt>な</rt></ruby>くなりました。,I've run out of money already.
暖める,あたためる,warm (something) up,<ruby>今<rt>いま</rt></ruby>、 <ruby>車<rt>くるま</rt></ruby>を <ruby>暖<rt>あたた</rt></ruby>めています。,I'm warming up the car now.
暖まる,あたたまる,get warm,まだ <ruby>部屋<rt>へや</rt></ruby>が <ruby>暖<rt>あたた</rt></ruby>まらない。,The room hasn't warmed up yet.
知らせる,しらせる,let know; inform,<ruby>皆<rt>みんな</rt></ruby>に <ruby>会議<rt>かいぎ</rt></ruby>の <ruby>日<rt>ひ</rt></ruby>にちを <ruby>知<rt>し</rt></ruby>らせた。,I informed everyone of the date of the meeting.
配る,くばる,hand out; distribute,<ruby>会議<rt>かいぎ</rt></ruby>で <ruby>書類<rt>しょるい</rt></ruby>を <ruby>配<rt>くば</rt></ruby>った。,I handed out the document at the meeting.
見送る,みおくる,see (someone) off,<ruby>彼<rt>かれ</rt></ruby>が <ruby>外国<rt>がいこく</rt></ruby>に <ruby>行<rt>い</rt></ruby>くのを <ruby>見送<rt>みおく</rt></ruby>りました。,I saw him off on his trip overseas.
受ける,うける,receive; accept,<ruby>彼<rt>かれ</rt></ruby>は <ruby>就職<rt>しゅうしょく</rt></ruby> <ruby>試験<rt>しけん</rt></ruby>を <ruby>受<rt>う</rt></ruby>けた。,He took an exam to apply for a job.
取れる,とれる,come off; be removed,シャツのボタンが <ruby>取<rt>と</rt></ruby>れた。,My shirt button came off.
書き取る,かきとる,write down; note down,<ruby>話<rt>はな</rt></ruby>しのポイントを <ruby>書<rt>か</rt></ruby>き <ruby>取<rt>と</rt></ruby>った。,I wrote down the main points of the speech.
届ける,とどける,deliver,これを <ruby>彼<rt>かれ</rt></ruby>に <ruby>届<rt>とど</rt></ruby>けてください。,Please send this to him.
まとめる,まとめる,gather together; put in order,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>荷物<rt>にもつ</rt></ruby>をまとめて <ruby>出<rt>で</rt></ruby>て <ruby>行<rt>い</rt></ruby>った。,She packed her luggage and left.
持ってくる,もってくる,bring,そのいすを <ruby>持<rt>も</rt></ruby>ってきてください。,Please bring the chair.
投げる,なげる,throw,ボールをこっちに <ruby>投<rt>な</rt></ruby>げてください。,Please throw the ball over here.
生む,うむ,give birth; produce,うちのネコが <ruby>子猫<rt>こねこ</rt></ruby>を <ruby>生<rt>う</rt></ruby>みました。,Our cat had kittens.
育つ,そだつ,be brought up; grow,<ruby>野菜<rt>やさい</rt></ruby>がよく <ruby>育<rt>そだ</rt></ruby>っている。,The vegetables are growing well.
習う,ならう,learn; take lessons,<ruby>私<rt>わたし</rt></ruby>はダンスを <ruby>習<rt>なら</rt></ruby>っています。,I'm learning how to dance.
数える,かぞえる,count,いすの <ruby>数<rt>かず</rt></ruby>を <ruby>数<rt>かぞ</rt></ruby>えてください。,Please count the number of chairs.
回す,まわす,turn; rotate (something),ねじは <ruby>左<rt>ひだり</rt></ruby>に <ruby>回<rt>まわ</rt></ruby>すと <ruby>外<rt>はず</rt></ruby>れます。,Turn the screw to the left; and it will come off.
経つ,たつ,pass; elapse,あれから１４ <ruby>年<rt>ねん</rt></ruby>が <ruby>経<rt>た</rt></ruby>ちました。,14 years have passed since then.
割る,わる,divide; split,<ruby>皿<rt>さら</rt></ruby>を <ruby>落<rt>お</rt></ruby>として <ruby>割<rt>わ</rt></ruby>った。,I dropped the plate and broke it.
割れる,われる,crack; split,コップが <ruby>落<rt>お</rt></ruby>ちて <ruby>割<rt>わ</rt></ruby>れた。,The glass fell and broke.
貸す,かす,lend; lease,<ruby>私<rt>わたし</rt></ruby>は <ruby>彼<rt>かれ</rt></ruby>に <ruby>本<rt>ほん</rt></ruby>を <ruby>貸<rt>か</rt></ruby>しています。,I'm lending him a book.
貸し出す,かしだす,lend; lend out,その <ruby>本<rt>ほん</rt></ruby>は <ruby>貸<rt>か</rt></ruby>し <ruby>出<rt>だ</rt></ruby>し <ruby>中<rt>ちゅう</rt></ruby>です。,That book is currently checked out.
申し込む,もうしこむ,apply; sign up,<ruby>彼女<rt>かのじょ</rt></ruby>はそのセミナーに <ruby>申<rt>もう</rt></ruby>し <ruby>込<rt>こ</rt></ruby>んだ。,She registered for that workshop.
込む,こむ,be crowded; be congested,<ruby>電車<rt>でんしゃ</rt></ruby>が <ruby>込<rt>こ</rt></ruby>んでいる。,The train is crowded.
限る,かぎる,be limited to,このサービスは <ruby>週末<rt>しゅうまつ</rt></ruby>に <ruby>限<rt>かぎ</rt></ruby>ります。,This service is offered on weekends only.
売り切れる,うりきれる,sell out; go out of stock,その <ruby>本<rt>ほん</rt></ruby>は <ruby>直<rt>す</rt></ruby>ぐ <ruby>売<rt>う</rt></ruby>り <ruby>切<rt>き</rt></ruby>れた。,The books sold out quickly.
